300 33585
242 166 8.29
242 176 6.78
242 183 7.77
242 185 7.66
242 190 7.75
242 192 11.4
242 195 11.1
242 205 10.2
242 211 8.48
242 217 8.52
242 220 7.16
242 223 11.8
242 229 8.91
242 230 8.18
242 231 8.86
242 237 8.12
242 240 10.7
242 244 9.67
242 246 11.3
242 248 9.21
242 249 11.5
242 253 7.93
242 254 6.25
242 255 7.27
242 256 9.75
242 259 11.3
242 265 6.97
242 266 7.96
242 267 9.31
242 268 7.74
242 272 7.88
242 273 9.5
242 274 9.06
242 278 7.03
242 279 8.49
242 283 11.9
242 285 11.6
242 287 11.4
242 288 7.05
242 289 10.6
242 290 11
242 291 10.3
242 292 6.17
242 295 10.6
242 297 11.7
242 298 8.15
243 5 7.96
243 6 6.81
243 13 8.2
243 16 7.55
243 22 10.6
243 24 10.9
243 25 11.4
243 28 10.8
243 41 8.5
243 47 10.1
243 48 10.5
243 50 7.95
243 51 9.23
243 52 10.7
243 53 9.83
243 55 6.5
243 61 6.37
243 62 9.95
243 70 7.22
243 75 7.87
243 76 8.76
243 86 7.33
243 90 7.3
243 92 11.8
243 97 7.23
243 99 8.29
243 106 10.2
243 107 8.64
243 114 7.71
243 115 7.44
243 116 10.2
243 117 6.11
243 118 7.93
243 123 7.72
243 124 9.79
243 125 7.29
243 138 11.8
243 144 7.28
243 147 6.8
243 152 9.29
243 156 6.95
243 160 7.28
243 161 11.8
243 162 9.03
243 164 11.3
243 168 6.95
243 171 11.2
243 173 11
243 175 7.16
243 181 7.13
243 185 7.3
243 187 7.08
243 191 8.28
243 198 10.3
243 202 8.12
243 206 10.8
243 218 8.74
243 224 10
243 225 9.97
243 227 11.4
243 232 8.24
243 234 9.68
243 236 11.2
243 240 8.36
243 245 8.49
243 247 10.9
243 248 10.1
243 251 7.4
243 256 11.1
243 259 10.1
243 260 9.97
243 261 7.01
243 263 11.3
243 264 11
243 267 8.12
243 269 8.92
243 270 11.6
243 273 10.9
243 274 7.06
243 276 11.8
243 277 10.4
243 281 9.29
243 282 11.9
243 284 10.9
243 288 11
243 289 9.64
243 293 6.97
243 294 10.4
244 15 8.93
244 24 9.4
244 25 10.8
244 28 8.13
244 29 11.2
244 33 7.95
244 40 9.53
244 49 8.59
244 52 10.8
244 63 9.05
244 65 11.7
244 66 8.58
244 67 7.75
244 83 6.4
244 87 10.9
244 89 9.37
244 99 7.95
244 106 9.98
244 110 10.9
244 114 11.1
244 128 6.61
244 130 8.19
244 131 10.9
244 132 11.2
244 134 9.37
244 136 6.59
244 141 12
244 143 6.37
244 159 9.52
244 162 9.31
244 166 8.98
244 170 8.99
244 171 7.04
244 174 9.76
244 175 9.02
244 188 8.95
244 191 6.73
244 192 11.3
244 196 10
244 200 11.6
244 201 11
244 204 11.2
244 206 8.56
244 214 10.7
244 229 8.06
244 234 7.25
244 235 11
244 236 11
244 241 8.94
244 247 7.95
244 249 7.58
244 251 6.97
244 252 10.8
244 258 6.68
244 260 8.17
244 261 11.9
244 263 11.7
244 266 10.9
244 267 11.2
244 271 11.5
244 273 7.28
244 274 8.76
244 275 9.92
244 276 10.5
244 277 10.9
244 281 6.66
244 283 10.4
244 284 11.1
244 285 6.94
244 288 7.76
244 291 9.99
244 292 6.46
244 293 8.44
244 294 8.15
244 295 8.05
245 4 6.74
245 9 8.99
245 11 10.5
245 15 9.58
245 16 8.89
245 20 7.18
245 23 8.88
245 28 11.3
245 29 11.9
245 35 9.53
245 36 7.56
245 40 6.03
245 46 6.99
245 56 11.6
245 57 8.3
245 58 9.98
245 61 8.2
245 64 9.63
245 68 8.87
245 72 7.8
245 75 9.38
245 80 6.14
245 92 10.7
245 100 8.36
245 105 11.3
245 108 6.86
245 109 7.78
245 110 10.8
245 111 7.9
245 113 11.2
245 114 8.24
245 118 11.9
245 119 6.47
245 124 6.11
245 128 9.18
245 138 8.32
245 147 9.64
245 152 6.48
245 157 10.7
245 161 7.75
245 162 10.7
245 168 6.45
245 174 8.88
245 177 11.9
245 180 9.8
245 182 8.06
245 189 7.33
245 198 10.1
245 200 11.7
245 203 11.7
245 204 9.85
245 206 7.95
245 209 9.81
245 210 9.33
245 213 7.84
245 214 11
245 225 9.93
245 227 8.06
245 233 6.39
245 234 8.35
245 242 10.5
245 244 11.6
245 246 11.1
245 249 8.82
245 250 6.8
245 253 10.5
245 256 9.09
245 257 8.44
245 258 7.4
245 261 9.14
245 262 11.1
245 263 7.17
245 265 9.72
245 266 8.01
245 269 6.56
245 271 8.83
245 273 7.69
245 275 7.45
245 277 10.1
245 279 6.47
245 284 11.2
245 287 10.6
245 288 11
245 291 10.3
245 293 7.26
245 294 11.4
245 295 7.78
245 297 12
246 6 9.52
246 7 11.3
246 9 10.4
246 16 11.9
246 17 8.68
246 21 10
246 22 10.2
246 25 11.8
246 31 7.14
246 39 9.14
246 40 9.96
246 47 11.4
246 49 11.5
246 57 11.8
246 60 7.11
246 70 7.43
246 71 7.64
246 74 11.8
246 76 9.71
246 78 11.9
246 80 8.57
246 83 6.41
246 85 10.7
246 86 8.97
246 89 9.67
246 90 6.59
246 95 6.25
246 99 9.92
246 104 8.66
246 105 10.3
246 107 8.78
246 108 9.77
246 109 9.52
246 110 10.1
246 113 7.22
246 131 7.92
246 137 11.6
246 140 10.3
246 144 7.96
246 145 7.43
246 146 10.2
246 147 9.39
246 148 10
246 160 10.3
246 161 11.5
246 166 7.99
246 169 6.11
246 170 9.82
246 171 10.2
246 173 8.82
246 177 10.9
246 178 9.82
246 180 10.8
246 184 7.76
246 186 10.9
246 190 10.7
246 191 7.77
246 192 11
246 199 7.29
246 205 7.02
246 208 7.64
246 209 8.77
246 216 7.93
246 218 8.87
246 220 8.54
246 228 8.36
246 239 10.1
246 243 9.37
246 244 7.88
246 249 10.7
246 250 9.86
246 251 6.48
246 254 12
246 255 7.96
246 256 9.84
246 258 11.5
246 259 11.9
246 261 10.1
246 262 8.96
246 263 10.2
246 264 9.16
246 268 9.55
246 270 8.07
246 272 9.52
246 273 10.5
246 275 6.22
246 277 6.92
246 278 9.99
246 280 6
246 284 7.14
246 286 7.67
246 290 7.87
246 292 10.9
246 294 10.7
246 296 8.48
246 297 11.1
247 1 9.58
247 5 11.2
247 7 8.72
247 8 6.13
247 11 9.15
247 22 7.96
247 29 11.3
247 31 6.56
247 32 10.2
247 33 10.7
247 35 11.2
247 38 8.2
247 41 6.41
247 44 9.06
247 52 11.1
247 58 7.85
247 59 11.6
247 61 7.51
247 64 8.04
247 65 11.6
247 81 9.79
247 84 7.15
247 87 10.2
247 96 7.26
247 110 7.38
247 111 7.88
247 130 8.06
247 132 7.68
247 136 7.82
247 142 11
247 146 8.71
247 152 8.73
247 153 11.1
247 154 6.23
247 161 11.5
247 175 9.6
247 176 8.76
247 181 9.21
247 182 9.28
247 183 10
247 184 11.6
247 185 9.13
247 187 11.4
247 193 8.45
247 199 9.77
247 200 12
247 207 7.02
247 209 7.29
247 210 11.6
247 218 8.92
247 228 9.13
247 239 9.69
247 246 6.74
247 249 7.92
247 251 10
247 253 7.8
247 256 10.6
247 259 10.6
247 262 8.93
247 263 6.5
247 264 9.75
247 268 10.5
247 275 10.3
247 276 9.15
247 279 9.85
247 281 9.72
247 284 10.2
247 285 11.2
247 288 11.4
247 290 6.02
247 299 6.26
248 1 9.55
248 13 7.03
248 15 9.19
248 17 10.4
248 19 9.57
248 21 7.18
248 26 11.5
248 40 8.9
248 44 8.87
248 45 10.8
248 49 6.89
248 51 11.7
248 52 10.7
248 53 6.09
248 55 9.11
248 58 9.95
248 64 10.9
248 69 10.2
248 71 8.14
248 78 11.5
248 79 6.35
248 82 9.9
248 91 8.38
248 100 10.2
248 102 8.66
248 120 9.08
248 122 10.5
248 133 10.3
248 136 11
248 144 10.3
248 145 6.21
248 154 7.83
248 156 6.41
248 158 10.3
248 159 11.4
248 162 8.77
248 163 8.65
248 171 8.49
248 179 11.1
248 183 9.62
248 189 8.5
248 195 6.53
248 200 9.24
248 205 9.47
248 212 6.34
248 213 8.16
248 222 6.29
248 223 9.86
248 224 10.2
248 231 9.28
248 232 8.53
248 233 11.6
248 234 11.5
248 241 11.6
248 244 9.13
248 246 8.47
248 249 6.9
248 254 8.4
248 255 7.81
248 256 7.26
248 260 10.6
248 261 8.63
248 263 11.1
248 266 11.8
248 268 6.69
248 269 8.69
248 271 6.26
248 273 10.9
248 274 9.11
248 275 8.72
248 277 9.16
248 279 10.6
248 281 10.9
248 283 11.9
248 289 8.73
248 292 10.5
248 293 10.4
248 295 10.9
248 296 7.64
248 298 11.9
249 3 11.1
249 5 7.48
249 6 9.47
249 10 10.2
249 13 6.58
249 18 6.71
249 28 6.08
249 29 11.2
249 31 8.02
249 32 7.23
249 34 7.14
249 35 10.4
249 37 6.85
249 40 6.48
249 41 10
249 44 11.5
249 50 9.69
249 54 9.23
249 55 9.93
249 59 9.3
249 69 6.99
249 85 9.87
249 86 9.47
249 87 6.9
249 96 8.17
249 101 6.14
249 105 9.33
249 117 7.55
249 118 10.8
249 134 7.15
249 135 10.5
249 141 8.86
249 146 6.77
249 148 7.77
249 167 9.23
249 172 7.2
249 176 7.06
249 178 10.1
249 179 7.95
249 183 8.84
249 186 10.8
249 187 10
249 191 6.47
249 199 8.52
249 201 7.05
249 202 7.12
249 206 11.7
249 207 10.2
249 215 7.54
249 216 6.73
249 222 8.67
249 226 9.17
249 228 11.4
249 235 8.3
249 251 11.3
249 253 7.34
249 254 11.7
249 256 6.69
249 260 9.86
249 262 6.08
249 264 8.84
249 267 6.82
249 268 7.01
249 269 11.6
249 270 6.62
249 272 6.44
249 273 10.1
249 274 9.02
249 275 8.83
249 278 8.63
249 279 6.7
249 281 6.71
249 282 10.3
249 283 6.26
249 284 11.9
249 286 11.7
249 287 11.1
249 289 8.26
249 292 7.05
249 293 6.55
250 1 11.5
250 5 11.1
250 6 6.39
250 9 11.1
250 12 7.7
250 23 9.67
250 24 9.25
250 25 11.1
250 29 11.3
250 30 10.3
250 34 8.7
250 36 10.2
250 42 9.85
250 47 11.3
250 48 6.72
250 60 11.1
250 62 6.89
250 68 6.67
250 69 10.5
250 71 7.22
250 77 9.53
250 78 10.4
250 88 8.28
250 94 7.51
250 98 10.8
250 106 7.5
250 110 10.7
250 111 9.66
250 112 9.42
250 113 6.99
250 121 11.4
250 122 6.1
250 130 6.55
250 131 8.09
250 132 11.3
250 135 6.4
250 136 6.04
250 145 8.89
250 149 6.68
250 151 6.53
250 152 6.03
250 153 7.6
250 155 8.6
250 157 10.7
250 158 11.9
250 159 7.87
250 171 7.93
250 173 11.2
250 176 11.5
250 177 6.99
250 186 11.7
250 187 11.1
250 198 8.33
250 201 6.99
250 205 9.36
250 206 9.45
250 209 10.5
250 211 11.6
250 214 6.11
250 215 8.65
250 216 9.73
250 227 11.5
250 228 11.9
250 234 8.06
250 235 8.42
250 236 11.4
250 241 9.38
250 242 6.76
250 251 7.93
250 252 10.5
250 253 6.18
250 254 10.5
250 264 8.13
250 265 9.32
250 266 11.8
250 269 9.63
250 270 10.1
250 273 11.9
250 274 8.65
250 275 8.66
250 276 7.04
250 277 8.7
250 280 8.04
250 281 9.81
250 282 9.86
250 283 6.15
250 285 8.84
250 286 9.44
250 287 7.03
250 289 11
250 290 11.6
250 291 9.46
250 292 8.22
250 293 9.14
250 299 11.3
251 2 7.99
251 19 8.79
251 20 6.42
251 23 8.94
251 24 10.1
251 25 11.4
251 35 9.04
251 39 9.44
251 47 8.09
251 52 7.76
251 65 8.42
251 74 8.5
251 75 8.82
251 82 11
251 84 6.82
251 87 6.38
251 93 6.13
251 94 10.9
251 98 7.27
251 104 11
251 105 8.92
251 113 8.89
251 116 7.9
251 119 7.11
251 123 10.2
251 125 11
251 127 9.93
251 128 11.2
251 129 6.38
251 133 10.8
251 134 6.93
251 138 8.05
251 150 6.8
251 152 9.5
251 154 10.3
251 161 10.5
251 168 8.39
251 169 6.27
251 173 11
251 174 10.1
251 175 9.1
251 180 11
251 190 7.5
251 191 9.02
251 194 7.38
251 195 8.34
251 196 7.99
251 202 11.4
251 206 6.41
251 212 6.22
251 215 11.3
251 223 11.7
251 227 10.9
251 231 9.44
251 233 7.32
251 234 11.7
251 236 6.9
251 238 6.32
251 245 10
251 248 10.9
251 256 7.17
251 257 6.84
251 260 10.9
251 261 10.9
251 262 7.63
251 266 7.49
251 268 11.8
251 269 9.6
251 271 9.8
251 275 11.9
251 276 10.5
251 280 12
251 281 8.93
251 282 6.98
251 283 8.15
251 284 9.29
251 285 8.47
251 286 11.8
251 289 6.58
251 292 11.4
251 293 9.53
251 295 11.4
251 297 11.7
251 299 8.16
252 0 7.91
252 1 6.99
252 3 8.71
252 5 7.77
252 13 6.57
252 15 8.62
252 16 10.8
252 17 8.65
252 22 10.2
252 26 6.49
252 28 7.24
252 30 10.7
252 31 6.82
252 33 6.8
252 37 10
252 40 9.03
252 42 9.95
252 43 10.1
252 50 6.15
252 54 9.68
252 55 10.5
252 57 11.2
252 63 8.76
252 66 8.51
252 71 6.93
252 73 9.81
252 82 8.89
252 86 9.52
252 91 6.38
252 96 9.82
252 97 9.2
252 98 8.64
252 101 9.36
252 104 11.3
252 105 11.8
252 109 11
252 115 11.1
252 122 10.9
252 125 9.06
252 130 9.79
252 132 10.8
252 133 11.7
252 134 7.4
252 136 10.1
252 143 7.72
252 147 6.29
252 150 10.3
252 159 7.18
252 161 7.6
252 163 8.14
252 165 8.82
252 170 10.2
252 175 10.1
252 176 11.3
252 179 11.9
252 180 7.74
252 191 6.78
252 196 10
252 199 10.2
252 202 11.3
252 205 8.46
252 209 8.97
252 210 11.7
252 218 7.88
252 226 8.38
252 228 8.72
252 229 9.33
252 231 9.68
252 243 10.4
252 245 8.55
252 246 6.86
252 248 7.29
252 249 8.43
252 251 7.27
252 253 7.62
252 254 7.22
252 255 11
252 256 10.6
252 257 6.6
252 260 10.6
252 263 8.62
252 264 7.3
252 266 9.67
252 270 8.92
252 271 6.49
252 272 8.57
252 274 7.2
252 275 11
252 280 8.74
252 284 10.9
252 287 11.3
252 292 9.74
252 293 9.49
252 294 7.8
252 299 6.82
253 2 7.72
253 3 9.27
253 6 7.53
253 9 6.39
253 15 8.38
253 16 7.5
253 22 11.6
253 24 11
253 25 8.19
253 28 6.27
253 29 9.11
253 35 7.13
253 46 7.66
253 48 7.44
253 58 6.93
253 60 11.8
253 61 9.15
253 72 6.42
253 87 7.49
253 93 10
253 94 7.3
253 99 7.78
253 103 11.6
253 104 11.8
253 109 7.94
253 112 11.4
253 113 8.34
253 115 6.16
253 121 9.77
253 123 10.8
253 125 11.7
253 137 11.9
253 141 9.7
253 144 7.46
253 148 8.07
253 151 9.74
253 161 10.4
253 162 10.9
253 163 6.72
253 166 7.76
253 171 8.47
253 173 7.15
253 177 10.4
253 184 10.1
253 185 8.37
253 199 10
253 204 10.8
253 205 8.62
253 209 6.5
253 214 8.99
253 220 8.67
253 223 9.17
253 227 11.7
253 231 7.85
253 233 11.8
253 235 10.2
253 238 10.5
253 239 9.86
253 243 10.1
253 244 8.36
253 246 7.03
253 248 10.3
253 251 11.4
253 260 6.33
253 265 6.59
253 266 8.92
253 268 7.72
253 269 10.6
253 274 11.6
253 275 11.3
253 278 11.4
253 279 6.2
253 282 9.19
253 287 8.78
253 289 11.4
253 290 10.4
253 292 8.86
253 294 11.3
253 295 8.14
253 296 7.93
253 297 6.17
253 298 10.7
254 13 6.6
254 16 7.46
254 18 7.57
254 19 7.31
254 20 8.77
254 26 10.8
254 31 8.76
254 32 7.13
254 36 10.7
254 39 6.66
254 41 10.9
254 44 9.23
254 52 7.49
254 61 8.41
254 64 10.1
254 74 8.38
254 78 6.52
254 79 10.2
254 81 9.37
254 83 8.62
254 84 11.2
254 88 6.4
254 91 8.12
254 92 9.42
254 97 6.56
254 100 9.23
254 104 6.41
254 105 9.56
254 109 10.7
254 118 8.33
254 119 8.66
254 129 7.72
254 132 7.1
254 138 6.63
254 139 7.59
254 147 7.35
254 148 10.3
254 155 11
254 160 12
254 161 10.2
254 165 8.91
254 168 10.8
254 172 8
254 180 7.91
254 184 6.95
254 192 9.13
254 199 9.37
254 201 7.95
254 207 11.6
254 210 10.5
254 212 11.7
254 223 7.65
254 229 6.95
254 230 9.05
254 232 6.81
254 234 6.19
254 238 8.12
254 239 10.8
254 241 7.03
254 243 6.77
254 244 11.4
254 245 6.49
254 251 7.69
254 253 11.7
254 256 8.74
254 261 7.32
254 262 10.9
254 263 10.4
254 267 7.71
254 268 10.4
254 271 10.4
254 273 9.22
254 274 8.31
254 276 7.14
254 278 9.64
254 280 8.72
254 281 7.52
254 283 11.1
254 284 6.43
254 286 8
254 287 8.58
254 288 11.6
254 289 11.3
254 290 7.4
254 291 8.47
254 292 6.91
254 293 7.22
254 294 11.3
254 295 11.8
254 298 11.8
254 299 7.36
255 2 9.11
255 6 7.35
255 8 8.91
255 10 6.63
255 15 6.09
255 21 10.6
255 24 7.04
255 26 6.86
255 27 7.23
255 32 6.29
255 36 7.07
255 39 8.73
255 41 9.36
255 55 8.76
255 56 10.8
255 58 6.79
255 59 9.72
255 60 10.4
255 73 10.3
255 76 6.65
255 80 8.97
255 82 11.3
255 88 9.4
255 89 11.9
255 90 11
255 106 7.63
255 108 8.93
255 112 11
255 116 11.1
255 117 9.26
255 118 7.24
255 122 9.6
255 123 7.04
255 125 10.1
255 126 8.19
255 129 7.5
255 131 8.8
255 137 10.7
255 141 11.4
255 146 9.05
255 148 10.9
255 151 10.5
255 168 8.07
255 174 10.6
255 181 8.54
255 184 10.1
255 185 10.6
255 192 9.38
255 194 6.76
255 198 11.1
255 202 10.6
255 218 6.1
255 219 6.71
255 222 11.6
255 224 6.51
255 228 9.95
255 229 6.64
255 231 6.16
255 233 8.34
255 235 8.94
255 236 7.36
255 238 7.36
255 239 6.24
255 243 7.01
255 244 6.2
255 247 11.3
255 249 11.4
255 250 8
255 256 6.89
255 257 8.53
255 258 11.3
255 259 7.32
255 260 7.97
255 262 9.51
255 264 10.7
255 265 8.1
255 266 10.7
255 272 8.12
255 273 9.69
255 274 7.78
255 279 7.86
255 280 9.21
255 281 8.21
255 284 9.03
255 285 11.5
255 287 8.06
255 288 11.2
255 289 7.35
255 290 8.76
255 291 6.16
255 292 10.3
255 293 11.3
255 294 6.76
256 2 10.8
256 5 11.3
256 6 11.8
256 24 11
256 26 10.1
256 27 8.27
256 30 6.71
256 31 9.01
256 33 10.3
256 43 10.4
256 44 10.9
256 48 10.1
256 50 6.84
256 51 8.66
256 54 6.05
256 55 6.62
256 57 11.2
256 59 9.3
256 62 7.67
256 63 8.99
256 68 9.37
256 70 9.17
256 71 9.85
256 72 9.5
256 79 7.19
256 82 9.91
256 88 6.3
256 91 11.9
256 92 7.01
256 96 6.17
256 100 11.1
256 102 10.7
256 106 10
256 111 6.24
256 116 8.41
256 122 8.93
256 124 9.77
256 128 7.67
256 131 7.32
256 132 10.5
256 136 10.4
256 138 10.1
256 140 7.13
256 147 6.24
256 148 12
256 152 8.64
256 155 7.47
256 159 10.9
256 166 9.23
256 173 10.4
256 177 11.9
256 181 11.1
256 182 11.1
256 185 10.6
256 189 8.33
256 193 10.6
256 204 6.7
256 206 6.51
256 208 9.19
256 213 6.42
256 215 9.69
256 220 10.2
256 223 11.9
256 228 11.9
256 232 9.04
256 238 11.6
256 244 11.7
256 253 11.1
256 262 7.48
256 264 11.4
256 265 10.8
256 267 8.35
256 269 9.3
256 273 9.61
256 275 6.1
256 276 7.31
256 277 8.72
256 280 10.9
256 283 11.7
256 285 11.3
256 290 7.39
256 294 11.2
256 295 6.85
256 298 10.2
257 6 6.47
257 8 8.58
257 16 10.3
257 19 8.47
257 23 7.87
257 35 11.4
257 36 6.84
257 39 9.99
257 42 8.23
257 52 8.54
257 53 8.19
257 56 9.18
257 57 9.53
257 59 6.4
257 68 7.38
257 69 8.44
257 71 10.2
257 81 6.88
257 82 9.19
257 83 7.28
257 87 9.51
257 89 11.3
257 90 7.5
257 95 6.08
257 100 10.1
257 105 10.1
257 107 7.25
257 111 9
257 114 10.8
257 116 6.54
257 135 11.5
257 143 7.54
257 151 7.78
257 159 8.52
257 161 6.59
257 165 11
257 167 6.97
257 169 9.86
257 170 8.55
257 174 6.88
257 180 9.67
257 187 10.9
257 190 10.1
257 199 6.02
257 202 8.29
257 206 8.2
257 209 8.79
257 212 8.94
257 215 6.75
257 225 12
257 227 10.2
257 235 11.2
257 241 9.45
257 243 10.8
257 246 11.3
257 248 10.7
257 250 9.07
257 254 6.03
257 256 11
257 263 8.78
257 266 10.2
257 269 11.1
257 270 10.1
257 271 6.9
257 273 7.18
257 275 11.6
257 276 10.1
257 279 11.8
257 280 11.1
257 283 8.71
257 284 11
257 285 6.21
257 286 10.2
257 288 8.51
257 290 8.22
257 291 7.95
257 292 7.14
257 293 6.81
257 296 6.21
257 297 6.99
257 298 7.12
257 299 9.7
258 0 8.15
258 3 9.08
258 7 10.4
258 11 9.19
258 14 7.33
258 16 8.92
258 17 10
258 18 9.13
258 19 7.23
258 23 10.1
258 26 9.67
258 27 9.24
258 30 6.63
258 31 10.6
258 35 7.17
258 36 7.13
258 38 8.33
258 39 6.31
258 41 9.25
258 44 11.6
258 47 11.4
258 48 9.55
258 51 8.74
258 55 9.27
258 61 9.02
258 62 11.5
258 63 8.69
258 65 6.97
258 67 6.51
258 71 10.4
258 72 6.51
258 73 11.1
258 75 9.51
258 78 10.6
258 85 6.32
258 91 10.9
258 95 9.36
258 97 8.94
258 103 8.34
258 104 10
258 110 8.42
258 111 8.21
258 117 8.02
258 122 9.55
258 124 11.6
258 126 8.5
258 128 11.4
258 131 9.29
258 133 9.03
258 143 9.2
258 145 6.12
258 147 8.51
258 153 10.3
258 159 6.98
258 162 9.67
258 164 9.72
258 166 9.72
258 167 9.44
258 184 6.72
258 185 11.9
258 189 6.39
258 192 11.9
258 197 6.78
258 198 10.6
258 201 9.67
258 203 6.04
258 204 6.05
258 205 8.38
258 207 8.73
258 212 11.6
258 214 11.9
258 220 6.3
258 221 6.67
258 222 10.5
258 225 9.72
258 226 11.1
258 227 10.2
258 230 6.33
258 233 7.56
258 235 9.75
258 236 11.7
258 242 8.57
258 249 6.23
258 251 6.07
258 252 7.23
258 253 7.65
258 257 8.45
258 259 11.7
258 260 7.08
258 262 11.3
258 263 6.85
258 264 7.47
258 266 11.2
258 268 6.75
258 269 7.21
258 270 10.3
258 273 8.61
258 275 8.86
258 277 8.9
258 280 11.8
258 285 9.93
258 286 11.6
258 290 6.01
258 291 11.3
258 294 9.25
258 296 9.08
258 297 9.01
259 2 6.32
259 4 11.9
259 7 9.72
259 11 8.81
259 16 6.15
259 17 8.25
259 18 10
259 34 8.73
259 36 6.5
259 37 7.72
259 38 10.3
259 39 10.9
259 43 10.2
259 47 11.8
259 48 9.57
259 58 8.6
259 64 6.87
259 74 9.97
259 76 6.47
259 92 7.45
259 93 7.45
259 94 11.5
259 96 8.85
259 100 8.72
259 107 8.69
259 115 6.12
259 123 11.1
259 127 7.6
259 129 6.54
259 130 6.07
259 131 8.13
259 133 11.2
259 143 11.2
259 145 11.8
259 153 8.49
259 156 7.14
259 163 8.34
259 165 8.34
259 166 10.2
259 172 11.1
259 173 7.59
259 174 8.41
259 189 6.26
259 199 8.01
259 200 9.01
259 204 10.1
259 208 6.91
259 209 10.2
259 210 9.67
259 211 11
259 212 7.71
259 219 10.6
259 223 9.82
259 232 7.47
259 241 11.8
259 245 7.84
259 249 10.1
259 250 6.34
259 251 7.72
259 252 10.7
259 254 10.2
259 256 8.52
259 257 7.19
259 261 7.73
259 263 11.1
259 266 11.8
259 267 6.85
259 268 7.76
259 270 6.33
259 271 8.99
259 273 11.9
259 278 7.8
259 279 10.1
259 280 8.26
259 283 7.36
259 285 8.33
259 287 10.8
259 288 6.1
259 289 8.2
259 291 11
259 295 12
259 297 11.9
260 5 8.58
260 6 6.13
260 7 11.7
260 9 6.3
260 14 7.21
260 15 7.11
260 16 9.69
260 21 6.14
260 28 7.45
260 32 11.7
260 34 8.4
260 40 11.2
260 43 6.73
260 46 11.6
260 49 6.05
260 51 6.7
260 53 8.07
260 57 11.8
260 67 9.64
260 68 7.91
260 73 6.86
260 80 7.16
260 81 8.47
260 83 8.03
260 87 7.81
260 89 11.9
260 95 10.6
260 105 9.87
260 118 8.01
260 123 6.55
260 126 9.03
260 135 6.44
260 140 8.84
260 143 10.4
260 145 7.73
260 149 11.1
260 152 11
260 154 8.82
260 166 9.36
260 171 9.25
260 174 7.02
260 179 6.64
260 180 10.7
260 183 11.1
260 187 8.88
260 190 8.16
260 195 9.34
260 197 12
260 199 7.74
260 200 9.51
260 201 10
260 202 7.16
260 205 10.9
260 211 8.57
260 219 10.6
260 225 10.5
260 229 9.61
260 237 7.84
260 238 9.35
260 239 8.14
260 246 11.8
260 256 8.18
260 259 9.36
260 262 10.6
260 267 6.17
260 270 8.73
260 271 10.6
260 274 8.54
260 275 6.94
260 276 6.18
260 277 10.8
260 278 8.27
260 280 6.63
260 281 8.78
260 283 9.97
260 285 11.5
260 288 8.54
260 290 8.75
260 293 6.88
260 296 8.68
260 297 6.66
260 298 11.2
261 1 9.78
261 8 8.55
261 10 10.7
261 11 8.55
261 18 10.6
261 26 10.4
261 30 11
261 38 9.52
261 40 7.16
261 46 11.6
261 49 9.13
261 51 8.81
261 59 8.87
261 71 9.58
261 78 6.36
261 79 9.87
261 99 8.34
261 116 9.88
261 117 10.2
261 118 6.29
261 119 8.43
261 121 6.71
261 123 10.6
261 125 7.11
261 136 11.4
261 137 9.04
261 139 8.77
261 142 11.8
261 145 6.32
261 153 9.83
261 154 7.04
261 158 8.28
261 161 11.3
261 172 10.6
261 173 11.6
261 179 11
261 182 8.35
261 183 6.15
261 184 10.1
261 186 10.9
261 188 8.35
261 199 7.18
261 206 9.96
261 208 6.88
261 214 7.31
261 216 11.2
261 224 8.81
261 226 6.3
261 227 11.3
261 232 8.45
261 233 10.6
261 235 9.13
261 237 7.16
261 241 9.15
261 242 6.01
261 247 9.62
261 250 8.89
261 252 7.44
261 253 11.8
261 255 7.86
261 256 8.17
261 258 11.6
261 260 6.84
261 267 11.1
261 268 7
261 269 7.72
261 273 10.2
261 275 8.16
261 276 7.71
261 277 11.6
261 280 9.96
261 282 10.6
261 284 8.5
261 285 10.4
261 287 11.3
261 288 11.9
261 289 10.8
261 290 9.9
261 292 11.2
261 294 7.86
261 295 8.13
261 296 11.9
261 297 7.51
261 298 11.9
262 2 11.4
262 5 11.8
262 8 10
262 11 9.67
262 19 8.27
262 22 9.03
262 23 9.52
262 24 7.84
262 29 6.11
262 30 6.44
262 31 8.88
262 47 6.92
262 50 9.75
262 53 7.52
262 60 11.3
262 61 6.44
262 67 9.19
262 71 10.8
262 72 9.87
262 75 11.5
262 83 11
262 92 6.31
262 93 6.18
262 94 11.8
262 97 9.89
262 99 11
262 101 7.81
262 102 7.15
262 115 10.7
262 116 8.43
262 119 7.41
262 120 8.79
262 121 10.5
262 124 6.21
262 125 8.35
262 132 10.2
262 134 7.8
262 135 7.02
262 148 8.9
262 155 10.6
262 163 6.55
262 166 10.4
262 170 8.77
262 178 10.9
262 179 11.2
262 180 10.8
262 181 9.43
262 189 11.4
262 195 9.43
262 199 11.2
262 202 9.44
262 203 9.46
262 208 9.95
262 227 7.26
262 230 7.28
262 235 6.99
262 236 6.62
262 239 10.9
262 242 11.2
262 248 6.04
262 250 7.94
262 252 6.32
262 257 10.6
262 259 9.38
262 265 6.13
262 273 9.14
262 280 7.35
262 281 8.34
262 283 6.84
262 285 6.05
262 286 10.8
262 288 7.33
262 289 10.1
262 290 7.98
262 293 7.58
262 295 9.95
262 298 12
262 299 6.96
263 1 9.5
263 4 11.2
263 6 7.79
263 9 8.11
